epoch,train_si_snr_loss,train_spectral_loss,train_amplitude_loss_db,train_waveform_loss,train_transparency_loss,train_total_loss,train_rms_ratio,train_reconstruction_snr_db,train_clipping_pct,val_si_snr_loss,val_spectral_loss,val_amplitude_loss_db,val_waveform_loss,val_transparency_loss,val_total_loss,val_rms_ratio,val_reconstruction_snr_db,val_clipping_pct,learning_rate,epoch_time_sec,cumulative_time_sec,best_val_loss,best_epoch,patience_counter,val_si_snr_before_db_full,val_si_snr_after_db_full,val_si_snr_improvement_db_full,val_reconstruction_snr_db_full,val_stoi_before,val_stoi_after,val_stoi_improvement,val_pesq_before,val_pesq_after,val_pesq_improvement,val_stoi_n_valid,val_stoi_n_skipped,val_pesq_n_valid,val_pesq_n_skipped
62,-10.016781638264655,0.24368040822446346,1.7653051590919495,0.020834016045555473,0.05375405433762353,-8.148054893165828,0.9753305125422775,9.115864296266809,0.00012109375,-12.50414579153061,0.26930737793445586,0.7928501605987549,0.019054807424545288,0.08864929229021072,-10.95559371471405,1.0061874240636826,12.341921824589372,0.00025,2.5e-05,96.15,6085.73,-11.066010160446167,57,5,,,,,,,,,,,,,,
63,-9.557832925915719,0.2535314217954874,1.7070808267593385,0.022034129302483052,0.043769389228255025,-7.646701389402151,0.9521147833392024,8.90132808412949,0.00020312499999999996,-12.51835135936737,0.2596318590641022,0.7446329116821289,0.01871562222018838,0.08155938692390918,-11.017989225387574,0.9653485563397407,12.774097725749016,0.0,2.5e-05,97.66,6183.39,-11.066010160446167,57,6,,,,,,,,,,,,,,
64,-10.389852441251278,0.2516575798392296,1.7868190944194793,0.02174811258446425,0.05811454276321456,-8.45662889957428,0.9583300042897462,9.489490757584571,5.4687499999999994e-05,-12.518105289936067,0.2538163381814957,0.9807330417633057,0.018901125378906727,0.08896399527788162,-10.936048607826233,0.9266471582651138,12.534352785646915,0.0,2.5e-05,98.11,6281.5,-11.066010160446167,57,7,,,,,,,,,,,,,,
65,-10.162835077047347,0.2511960703879595,1.5781911325454712,0.021426337496377526,0.05604495546722319,-8.310819795131684,0.9438089796900749,9.501163583518938,3.5156250000000004e-05,-12.532000212669372,0.26023158252239226,0.7510411930084229,0.018711376870051026,0.08093865126371384,-11.029948854446411,0.9667629164457321,12.777511863484978,0.0,1.25e-05,96.87,6378.37,-11.066010160446167,57,8,8.727316887676716,12.532000069916249,3.8046831822395326,12.777511967062201,0.8312980455357512,0.8353763146456019,0.004078269109850763,1.8219527065753938,1.8364742922782897,0.014521585702895967,100.0,0.0,100.0,0.0
66,-10.167377356290817,0.24785990800708532,1.67852667927742,0.021098155514337122,0.059165338897146286,-8.301886278390885,0.9866347407549619,9.368309680400417,9.375000000000002e-05,-12.567102563381194,0.26333819508552553,0.7514195728302002,0.018833994269371032,0.08251295402646065,-11.054125862121582,0.9868305444717407,12.689890270233155,0.000125,1.25e-05,92.47,6470.84,-11.066010160446167,57,9,,,,,,,,,,,,,,
67,-10.170848008394241,0.24602537371218205,1.7089759910106659,0.021064112042076887,0.05367436086526141,-8.305249857604503,0.9560320629924536,9.33603322857991,8.984375e-05,-12.58528287410736,0.27254205584526064,0.8397482872009278,0.01927688505500555,0.0872843636572361,-11.00968789100647,1.018259044289589,12.206160402148962,0.000375,1.25e-05,97.89,6568.73,-11.066010160446167,57,10,,,,,,,,,,,,,,
68,-10.0439861536026,0.24886764280498028,1.876482127904892,0.0217807743139565,0.061404541217489166,-8.081730548739433,0.9903888424485922,9.04560114282649,5.0781250000000004e-05,-12.607700037956239,0.2664098072052002,0.7511504173278809,0.0188163676019758,0.08263685673475266,-11.092490177154541,0.9901032680273056,12.658589938767255,0.00015625,1.25e-05,97.34,6666.08,-11.092490177154541,68,0,,,,,,,,,,,,,,
69,-10.352440779209138,0.24943315342068673,1.7169625997543334,0.021356783050578088,0.055541095848893746,-8.464538533948362,0.9597429503500462,9.622985450080597,0.00010546875000000001,-12.568161289691925,0.26297643661499026,0.7415531349182128,0.018671425143256783,0.08044760391116142,-11.068700513839723,0.9705686175823212,12.785411081016063,0.0,1.25e-05,98.23,6764.31,-11.092490177154541,68,1,,,,,,,,,,,,,,
70,-10.49068795528263,0.2475770403444767,1.7054307579994201,0.02128440268104896,0.05568354173563421,-8.611577979326249,0.9451636573299765,9.494877982139588,3.125e-05,-12.594461674690246,0.25881349891424177,0.7829917240142822,0.018602739665657283,0.07991356678307056,-11.090700159072876,0.9559809511899948,12.841631647348404,0.0,1.25e-05,97.36,6861.67,-11.092490177154541,68,2,8.727316887676716,12.594461724162102,3.8671448364853855,12.841631788943591,0.8312980455357512,0.8346376448442487,0.0033395993084975872,1.8219527065753938,1.8445216739177703,0.022568967342376567,100.0,0.0,100.0,0.0
71,-10.405242013335227,0.24975751049816608,1.6183410155773164,0.02093667203327641,0.06026891934336163,-8.562879639565944,0.9494352439977228,9.580528098127106,5.859375e-05,-12.54280646800995,0.2557476001977921,0.835081491470337,0.018641545549035073,0.084632288813591,-11.019824838638305,0.947515749335289,12.767029624283314,0.0,1.25e-05,91.5,6953.17,-11.092490177154541,68,3,,,,,,,,,,,,,,
72,-10.014304323196411,0.2491370601952076,1.7596036112308502,0.021489755478687585,0.048430107886670154,-8.114368283804506,0.9859336117003114,9.199356324084947,0.00010156250000000001,-12.57246450662613,0.2618830645084381,0.7468337059020996,0.018637731047347186,0.08203516252338887,-11.072609796524048,0.9762836968898774,12.732718160748481,6.25e-05,6.25e-06,94.55,7047.72,-11.092490177154541,68,4,,,,,,,,,,,,,,
73,-10.356458086371422,0.24489014491438865,1.7398468482494354,0.02077644692035392,0.06206951490195934,-8.488722014427186,0.9595819496177137,9.364236319782213,5.078124999999999e-05,-12.499651281833648,0.25488892912864686,0.7854562950134277,0.018715047044679523,0.08499698132276536,-10.988376140594482,0.9594395980238914,12.76219843134284,0.0,6.25e-06,95.74,7143.46,-11.092490177154541,68,5,,,,,,,,,,,,,,
74,-10.050783650279046,0.24280304320156573,1.6099609422683716,0.020674494905397297,0.05178249990101904,-8.239484990835189,1.0324809015356005,9.326435464519891,4.6875e-05,-12.633998620510102,0.26292961031198503,0.739066858291626,0.01866699437610805,0.07883506365120412,-11.137164173126221,0.9791372829675674,12.811958536431193,3.125e-05,6.25e-06,98.81,7242.27,-11.137164173126221,74,0,,,,,,,,,,,,,,
75,-10.452291173934936,0.2435021200031042,1.6330971038341522,0.020265892283059656,0.05736173427023459,-8.648203565180301,0.9721792012825609,9.62189637747826,1.1718750000000002e-05,-12.608990361690521,0.2698030477762222,0.7901692390441895,0.018958883844316005,0.08295812666416168,-11.071234350204469,1.000229462981224,12.518053808882833,0.0001875,6.25e-06,100.02,7342.29,-11.137164173126221,74,1,8.727316887676716,12.608990281727165,3.8816733940504484,12.518053960004034,0.8312980455357512,0.8365903906783829,0.005292345142631771,1.8219527065753938,1.8302332580089569,0.0082805514335631,100.0,0.0,100.0,0.0
76,-10.405444747805596,0.23814210101962088,1.7562096643447875,0.020328553670551627,0.056593070473172705,-8.567418973743916,0.9887779876124114,9.46553812386468,9.765625e-05,-12.535467598438263,0.25518986225128176,0.767767562866211,0.018611200610175727,0.08417412512004376,-11.03521354675293,0.9620972242951393,12.788144906759262,0.0,6.25e-06,93.4,7435.68,-11.137164173126221,74,2,,,,,,,,,,,,,,
77,-10.147669797539711,0.24574854478240013,1.6425927293300628,0.0207308224379085,0.05389058226137422,-8.318711685035378,0.974505534041673,9.369641971010715,3.5156250000000004e-05,-12.617739424705505,0.2646608540415764,0.7337147521972657,0.01866353327408433,0.08013326123356819,-11.119654088020324,0.9763100785017014,12.79705103604123,3.125e-05,6.25e-06,97.49,7533.17,-11.137164173126221,74,3,,,,,,,,,,,,,,
78,-9.779764951467515,0.24735620647668838,1.5869645595550537,0.020764239279087632,0.04768789659894537,-7.970419536828995,0.975818533571437,9.240396383341867,7.8125e-05,-12.621182866096497,0.26546618521213533,0.7278340435028077,0.018622208470478654,0.07725561827421189,-11.12900071144104,0.9672580736875535,12.87083065494895,0.0,3.125e-06,97.59,7630.76,-11.137164173126221,74,4,,,,,,,,,,,,,,
79,-9.963483947515488,0.2512973691150546,1.741742389202118,0.021944413157179953,0.05329638019786216,-8.039146760106087,0.971365699339658,9.257698026257566,0.00016796875,-12.588906033039093,0.2583565992116928,0.7964855861663819,0.018612701268866657,0.08128790028393268,-11.079680681228638,0.9485003367066384,12.83290646031499,0.0,3.125e-06,96.86,7727.62,-11.137164173126221,74,5,,,,,,,,,,,,,,
80,-10.415237632989884,0.24493732310831548,1.6530713844299316,0.020375446607358752,0.05388623166363686,-8.60172027528286,0.9560560534521937,9.79688894279534,0.0,-12.567763092517852,0.25371028542518614,0.8408594512939453,0.01864630709402263,0.08460513576865196,-11.044874382019042,0.9462727457284927,12.788429144322873,0.0,3.125e-06,98.18,7825.8,-11.137164173126221,74,6,8.727316887676716,12.567763137295842,3.8404462496191254,12.788429230073573,0.8312980455357512,0.8313751858570764,7.714032132521975e-05,1.8219527065753938,1.8358073270320892,0.013854620456695388,100.0,0.0,100.0,0.0
81,-10.755020837783814,0.248924765214324,1.666219928264618,0.021464988745283336,0.059386649238877,-8.873593940734864,0.9352377977780998,9.854612664096058,2.3437500000000004e-05,-12.543691129684449,0.25969227075576784,0.7582372379302978,0.018696549078449608,0.0824346823990345,-11.039265451431275,0.9728028491139412,12.745307338312267,0.0,3.125e-06,90.36,7916.16,-11.137164173126221,74,7,,,,,,,,,,,,,,
82,-10.180381725877524,0.24413259372115134,1.6455420386791229,0.020433720806613563,0.05012147653440479,-8.370778951346875,0.9768515490554273,9.386357200471684,0.000125,-12.54041071176529,0.2537743085622787,0.836864881515503,0.018693360555917023,0.08448862582445145,-11.016420421600342,0.9457353559136391,12.762898189425469,0.0,1.5625e-06,109.73,8025.89,-11.137164173126221,74,8,,,,,,,,,,,,,,
83,-10.816181832551957,0.23986019842326642,1.5338913702964783,0.019755093150306494,0.06646216162131167,-9.061937320828438,0.963761485144496,10.032679085936397,9.375e-05,-12.587487390041352,0.25559055209159853,0.799860553741455,0.018526850957423447,0.08291332930326462,-11.082682633399964,0.9511838546395301,12.838921814262868,0.0,1.5625e-06,125.99,8151.88,-11.137164173126221,74,9,,,,,,,,,,,,,,
84,-10.519365412890911,0.24862777397036553,1.578928828239441,0.021461562796030193,0.056157661947654564,-8.667823201417923,0.9429586184769869,9.76417466668412,5.468750000000001e-05,-12.599230859279633,0.2544894218444824,0.825840015411377,0.018574206233024596,0.08314295947551727,-11.085136256217957,0.94576420545578,12.821787623763084,0.0,1.5625e-06,115.8,8267.68,-11.137164173126221,74,10,,,,,,,,,,,,,,
85,-10.469212662577629,0.2541286224126816,1.6624436628818513,0.021958132497966288,0.05778389859129675,-8.560660426318645,0.9302273895777762,9.63048079442233,3.5156250000000004e-05,-12.61289348602295,0.26369953751564024,0.7382250690460205,0.018670774614438414,0.07971828579902648,-11.114469246864319,0.9749366247653961,12.820551194399595,0.0,1.5625e-06,125.62,8393.3,-11.137164173126221,74,11,8.727316887676716,12.612893472164869,3.8855765844881525,12.820551295497028,0.8312980455357512,0.8358821242368029,0.004584078701051708,1.8219527065753938,1.8253980243206025,0.0034453177452087314,100.0,0.0,100.0,0.0
86,-10.432475289702415,0.24661669708788395,1.562548246383667,0.021075454927049576,0.053972523822449145,-8.60934880644083,0.9592731080017984,9.711097501181065,3.125e-05,-12.600512113571167,0.2622027406096458,0.7490748500823975,0.018726653726771472,0.08177379600703716,-11.09548041343689,0.9840640330314636,12.701581666041166,9.375e-05,7.8125e-07,126.3,8519.6,-11.137164173126221,74,12,,,,,,,,,,,,,,
87,-9.880458130836487,0.24241974994540214,1.5701516711711883,0.020756603227928282,0.052596714313258415,-8.076565931439399,0.9626770039461553,9.307273848946206,0.00012890625,-12.582629551887512,0.2675449699163437,0.7299039745330811,0.01872978621162474,0.07909124493598937,-11.080532655715942,0.9794147193431855,12.764973355596885,3.125e-05,7.8125e-07,126.0,8645.6,-11.137164173126221,74,13,,,,,,,,,,,,,,
88,-10.190315771102906,0.24442455373704433,1.7101943492889404,0.021147036638576536,0.05073565777798649,-8.324745435640216,0.9591512483358383,9.242317415134748,7.8125e-05,-12.635452723503112,0.2580363655090332,0.748421630859375,0.018527670800685882,0.0806767375767231,-11.145829844474793,0.9630523592233657,12.887281217575072,0.0,7.8125e-07,127.04,8772.64,-11.145829844474793,88,0,,,,,,,,,,,,,,
89,-10.396079410910607,0.2485332104563713,1.693796375989914,0.021229177392087878,0.05939896662021056,-8.518549441695214,0.9608659466356039,9.463365340679884,0.00021484375,-12.600762867927552,0.2602446502447128,0.7764860343933105,0.018638027347624302,0.0801300535351038,-11.095541038513183,0.9513383024930954,12.84236351557076,0.0,7.8125e-07,126.26,8898.9,-11.145829844474793,88,1,,,,,,,,,,,,,,
90,-10.18834673345089,0.24539804957807065,1.610747708082199,0.020914037101902067,0.05326817502034828,-8.360754321217536,0.9567505063675344,9.491298092789949,4.2968750000000004e-05,-12.59461711883545,0.2633488616347313,0.7343950080871582,0.018680567387491465,0.080355956107378,-11.096565399169922,0.9762538969516754,12.77977701306343,3.125e-05,7.8125e-07,126.32,9025.23,-11.145829844474793,88,2,8.727316887676716,12.594617235660554,3.8673003479838375,12.779777080178347,0.8312980455357512,0.8345682238896351,0.00327017835388399,1.8219527065753938,1.8246619927883148,0.0027092862129209916,100.0,0.0,100.0,0.0
91,-10.427951490879058,0.2430158244818449,1.69182137966156,0.020751343299634753,0.054339403044432404,-8.585482647269965,0.9827379623427988,9.508320026053116,0.00033203125,-12.578098921775817,0.2540370577573776,0.8044358634948731,0.01856106805615127,0.08380105666816234,-11.070876641273498,0.9488038122653961,12.826413399428128,0.0,7.8125e-07,125.38,9150.61,-11.145829844474793,88,3,,,,,,,,,,,,,,
92,-10.236071392595768,0.25216416761279103,1.687483184337616,0.021776591292582453,0.05177220391313313,-8.33706045627594,0.9408493518643081,9.46816907047294,5.468750000000001e-05,-12.587975988388061,0.2526574558019638,0.8485518646240234,0.018539161318913103,0.08484114222228527,-11.06895369052887,0.9414816084504127,12.79794693827629,0.0,3.90625e-07,125.48,9276.09,-11.145829844474793,88,4,,,,,,,,,,,,,,
93,-10.287100217342378,0.24153719529509543,1.7064701199531556,0.020812017132993788,0.055420589002023915,-8.437600511908531,0.9720331652835011,9.309306153871585,0.00014453125000000002,-12.634706377983093,0.2619236481189728,0.7431534671783447,0.018700750665739178,0.08161564484238625,-11.133183526992799,0.9823858648538589,12.783349057082086,3.125e-05,3.90625e-07,125.14,9401.23,-11.145829844474793,88,5,,,,,,,,,,,,,,
94,-10.710224366188049,0.24254758566617965,1.6179695844650268,0.020183097238186745,0.059912394511047753,-8.913218583911657,0.978410965912044,9.788621752588078,8.593750000000001e-05,-12.642961528301239,0.25961566507816314,0.7986607456207275,0.018671766575425863,0.08042074777185917,-11.129738607406615,0.9552886578440666,12.865612930953503,0.0,3.90625e-07,125.18,9526.41,-11.145829844474793,88,6,,,,,,,,,,,,,,
95,-10.418233140707017,0.24680079720914364,1.5894777703285217,0.02113996575586498,0.05682391984737478,-8.580766755491496,0.9484555302932859,9.759124543564393,0.0001171875,-12.618703439235688,0.25435470044612885,0.9021069145202637,0.01871175036765635,0.08509726814925671,-11.073031845092773,0.9356338188052178,12.727519910633564,0.0,3.90625e-07,125.12,9651.53,-11.145829844474793,88,7,8.727316887676716,12.618703391551971,3.891386503875255,12.727519991034658,0.8312980455357512,0.8350342737674612,0.003736228231710048,1.8219527065753938,1.8315689432621003,0.009616236686706525,100.0,0.0,100.0,0.0
96,-10.394695729017258,0.24817090172320605,1.713621165752411,0.021247981742490082,0.059527694290154615,-8.510511672347784,0.9917780021950603,9.451495334059,0.0001640625,-12.624897902011872,0.2603591901063919,0.7433762073516845,0.018627264136448503,0.0800110149383545,-11.13015175819397,0.9691532054543495,12.858798253908754,0.0,1.953125e-07,125.61,9777.13,-11.145829844474793,88,8,,,,,,,,,,,,,,
97,-10.398673363924026,0.24053294718265533,1.479201408624649,0.019720981353893875,0.05615280289464863,-8.672178083509207,0.9924354014359414,9.596382688465528,9.765625e-05,-12.590742259025573,0.2688319319486618,0.8542595100402832,0.019259278271347283,0.09211709663271904,-11.010551385879516,1.020422660112381,12.157496484816074,0.00043750000000000006,1.953125e-07,124.99,9902.12,-11.145829844474793,88,9,,,,,,,,,,,,,,
98,-10.30193224310875,0.2519655080512166,1.7906306326389312,0.021784566885326057,0.05751533855043817,-8.366033825725317,0.9711308610439301,9.30832731148228,4.6875e-05,-12.619152748584748,0.2576925617456436,0.7665291500091552,0.018645249409601092,0.0807823058217764,-11.118456840515137,0.9607416409254074,12.868413918241858,0.0,1.953125e-07,125.85,10027.97,-11.145829844474793,88,10,,,,,,,,,,,,,,
99,-10.095891309976578,0.24369645334780216,1.6239157176017762,0.02084524526959285,0.058589609009795825,-8.26416825890541,0.9763230790942907,9.405490404320881,1.5625e-05,-12.593606088161469,0.25573045909404757,0.8009628295898438,0.01864336771890521,0.08315635144710541,-11.082261719703673,0.9523034721612931,12.831931273937226,0.0,1.953125e-07,125.51,10153.48,-11.145829844474793,88,11,,,,,,,,,,,,,,
100,-10.463842098712922,0.24318717047572136,1.5562586748600007,0.02024747054092586,0.05340027891099453,-8.68800353527069,1.0034729192964733,9.59079403927084,0.00010937499999999999,-12.613540153503418,0.2589644247293472,0.763177194595337,0.01861513815820217,0.08027443334460259,-11.114591050148011,0.95853973954916,12.864551126919686,0.0,9.765625e-08,125.23,10278.71,-11.145829844474793,88,12,8.727316887676716,12.613539980649948,3.886223092973232,12.864551263492379,0.8312980455357512,0.8355489386976303,0.004250893161879099,1.8219527065753938,1.8291378355026244,0.007185128927230666,100.0,0.0,100.0,0.0
