epoch,train_si_snr_loss,train_spectral_loss,train_amplitude_loss_db,train_waveform_loss,train_transparency_loss,train_total_loss,train_rms_ratio,train_reconstruction_snr_db,train_clipping_pct,val_si_snr_loss,val_spectral_loss,val_amplitude_loss_db,val_waveform_loss,val_transparency_loss,val_total_loss,val_rms_ratio,val_reconstruction_snr_db,val_clipping_pct,learning_rate,epoch_time_sec,cumulative_time_sec,best_val_loss,best_epoch,patience_counter,val_si_snr_before_db_full,val_si_snr_after_db_full,val_si_snr_improvement_db_full,val_reconstruction_snr_db_full,val_stoi_before,val_stoi_after,val_stoi_improvement,val_pesq_before,val_pesq_after,val_pesq_improvement,val_stoi_n_valid,val_stoi_n_skipped,val_pesq_n_valid,val_pesq_n_skipped
11,-7.269640642404556,0.3753516913205385,2.322190573215485,0.029186050035059453,0.07708850678638555,-4.66124073876068,1.0043784168362617,6.726123230569065,0.00014453125000000002,-10.174968423843383,0.36048588514328,1.758641242980957,0.02575250143185258,0.1411524720489979,-7.85811264038086,0.8641605603694916,9.200344739444553,0.0,0.0002,94.55,1115.96,-8.024894680976868,10,1,,,,,,,,,,,,,,
12,-7.000598604679108,0.37291816249489784,2.45315922498703,0.029673577155917882,0.07976709095819387,-4.328286681734025,1.0496554149128496,6.296907773318235,0.0001484375,-10.383207216262818,0.34965011179447175,2.023919925689697,0.025728940088301896,0.15191051185131074,-7.988023443222046,0.8298884785175323,8.968624681681394,0.0,0.0002,98.46,1214.42,-8.024894680976868,10,2,,,,,,,,,,,,,,
13,-7.453389008939266,0.3557305650413036,2.251014143228531,0.028399220993742348,0.07347664138418622,-4.928916483465582,0.9941406952403485,6.787576861804118,3.125e-05,-10.747807717323303,0.3519077414274216,1.4369545936584474,0.023898754734545946,0.12215260997414588,-8.647723264694214,0.894362969994545,10.138264679089188,0.0,0.0002,101.13,1315.55,-8.647723264694214,13,0,,,,,,,,,,,,,,
14,-7.446312607824803,0.3601100313663483,2.2038750398159026,0.02874789563473314,0.08686759222764522,-4.900777691081166,0.9555298577807844,7.016592986846808,0.00016406249999999998,-10.905602991580963,0.3469200843572617,1.2700175666809081,0.023200234789401294,0.11024199306964874,-8.907423648834229,0.9117834496498108,10.542413452863693,0.0,0.0002,106.29,1421.84,-8.907423648834229,14,0,,,,,,,,,,,,,,
15,-8.160931843742729,0.35192091174423695,2.2835333490371705,0.02857046009041369,0.08329439128865487,-5.612133452519775,0.9921506130136549,7.276856140436139,0.00028515625,-10.799224138259888,0.3394072645902634,1.3804333782196045,0.023562632482498885,0.11580202043056488,-8.751753206253051,0.900739859342575,10.311206201314926,0.0,0.0002,100.45,1522.29,-8.907423648834229,14,1,8.727316887676716,10.79922415561974,2.0719072679430237,10.311206345296181,0.8312980455357512,0.8196148509541277,-0.01168319458162348,1.8219527065753938,1.7793309891223907,-0.04262171745300303,100.0,0.0,100.0,0.0
16,-7.525473267734051,0.3451472770422697,2.4486588442325594,0.027535409207921475,0.06708278996287845,-5.0018750637769696,1.017681361399591,6.702246728719911,6.640625e-05,-10.935397872924804,0.34027403593063354,1.197697410583496,0.02272945277392864,0.1056828460097313,-8.993658924102784,0.9249956512451172,10.765736686885356,0.0,0.0002,94.2,1616.5,-8.993658924102784,16,0,,,,,,,,,,,,,,
17,-8.108701568990945,0.33987021662294864,2.259781738519669,0.027487556203268468,0.07910206342348829,-5.637416925728321,0.9622611409425735,7.341459863050841,0.00012890625,-11.128322143554687,0.32509560585021974,1.5162943172454835,0.022960997857153415,0.12483293965458869,-9.075455322265626,0.867976751923561,10.28765123181045,0.0,0.0002,97.19,1713.69,-9.075455322265626,17,0,,,,,,,,,,,,,,
18,-7.9484711889922615,0.32567298635840414,2.195924745798111,0.025717532897833736,0.0766862394916825,-5.60145785830915,0.9905725087970495,7.166766510544112,0.00018359375,-11.045287599563599,0.323157274723053,1.6019279098510741,0.023540178332477808,0.13119356215000152,-8.933349494934083,0.8728158903121949,10.008329866528511,0.0,0.0002,99.42,1813.11,-9.075455322265626,17,1,,,,,,,,,,,,,,
19,-8.30704709082842,0.33046590492129324,2.0500267088413238,0.02682469816179946,0.07491543351206928,-5.945422808676958,0.9848751370981336,7.729591976497322,7.421874999999998e-05,-11.206944305896759,0.3210594701766968,1.3661937236785888,0.022024877723306416,0.11235003679990768,-9.262432546615601,0.8908334919810295,10.757845842335373,0.0,0.0002,100.74,1913.85,-9.262432546615601,19,0,,,,,,,,,,,,,,
20,-8.672953337281943,0.32954598784446715,2.147387374639511,0.02699270360870287,0.08773923717089929,-6.261816748082638,1.0289486851356924,7.719554986493895,0.0002578125,-11.121655247211457,0.32421331346035004,1.2076881694793702,0.021784417517483234,0.10919859752058983,-9.236715869903565,0.9132829266786575,11.027039424926043,0.0,0.0002,96.13,2009.98,-9.262432546615601,19,1,8.727316887676716,11.12165528073907,2.3943383930623536,11.027039555317614,0.8312980455357512,0.8124085853060967,-0.01888946022965443,1.8219527065753938,1.7145192909240723,-0.10743341565132147,100.0,0.0,100.0,0.0
21,-8.067110252678395,0.3174767118692398,2.220326464176178,0.025764195332303643,0.062160203089006244,-5.733165595233441,0.9818746464326977,7.1572715898937895,0.000234375,-11.218382618427277,0.31348042845726015,1.6135557556152345,0.02301949942484498,0.12638048872351645,-9.143480072021484,0.8702329987287521,10.102146701216698,0.0,0.0002,96.2,2106.19,-9.262432546615601,19,2,,,,,,,,,,,,,,
22,-8.570394755005836,0.31053147166967393,1.9816439485549926,0.024899123499635606,0.06918996610213071,-6.351223939359188,0.9805703212879598,7.844739671245915,0.00033984375,-11.442672755718231,0.3309758508205414,0.8216942882537842,0.021320629082620144,0.08806902334094048,-9.711088209152221,0.998817018866539,11.687716601416469,0.0,0.0002,96.54,2202.73,-9.711088209152221,22,0,,,,,,,,,,,,,,
23,-8.324354906082153,0.305643006414175,2.157916942834854,0.025370885492302476,0.0630254068353679,-6.039767108559609,1.0302796211466194,7.399157006330788,5.859374999999999e-05,-11.630371220111847,0.3107007527351379,1.2009788036346436,0.021892789807170628,0.10484192088246345,-9.7598952293396,0.9174344307184219,11.118866096735001,0.0,0.0002,99.12,2301.85,-9.7598952293396,23,0,,,,,,,,,,,,,,
24,-8.73705983966589,0.3065924106538296,2.1128254449367523,0.02561318795895204,0.07895177660218905,-6.437008613534272,1.0087433716468512,7.745834358530119,0.00012890625,-11.621475908756256,0.3089332115650177,1.2261323833465576,0.021534953732043505,0.10864665627479553,-9.759308576583862,0.9060858252644539,11.18941180229187,0.0,0.0002,97.68,2399.52,-9.7598952293396,23,1,,,,,,,,,,,,,,
25,-8.751527007743716,0.3072568380087614,2.1235005438327788,0.025056129302829504,0.07366285241092556,-6.480750600676983,0.9932392209395766,7.668400848250603,2.34375e-05,-11.59574758529663,0.3017519450187683,1.316880989074707,0.021211960315704347,0.10787751898169518,-9.73045573234558,0.8898474103212357,11.137947563901543,0.0,0.0002,100.5,2500.02,-9.7598952293396,23,2,8.727316887676716,11.595747589878737,2.868430702202021,11.137947665676661,0.8312980455357512,0.8083642752765741,-0.02293377025917709,1.8219527065753938,1.7498025476932526,-0.07215015888214116,100.0,0.0,100.0,0.0
26,-8.302441880106926,0.312253517434001,2.2596273791790007,0.026469835783354937,0.0656308753741905,-5.92317746270448,1.0003580779209733,7.40335716221598,0.00021874999999999998,-11.694270663261413,0.3170436656475067,0.8347414302825927,0.020397772900760173,0.08507789835333825,-10.021838235855103,0.9572574305534363,11.982183490395546,0.0,0.0002,92.93,2592.95,-10.021838235855103,26,0,,,,,,,,,,,,,,
27,-8.64768029242754,0.2985513909161091,1.9421825325489044,0.02352730027399957,0.0694278618862154,-6.520681214444339,1.0308778496459126,7.9512176129827274,4.6875e-05,-11.801513748168945,0.311580645442009,0.978525390625,0.020516214445233345,0.08919464439153671,-10.081370162963868,0.9340840822458267,11.92535265624523,0.0,0.0002,97.01,2689.97,-10.081370162963868,27,0,,,,,,,,,,,,,,
28,-9.093119517862796,0.29808827236294744,2.0579482388496397,0.024237684344407172,0.06846264435793273,-6.897299884408713,0.9797995276749134,8.204399725520052,1.171875e-05,-11.804423310756682,0.3025610256195068,0.9724319648742675,0.020538188852369785,0.08942931264638901,-10.093793992996217,0.9402339386940003,11.890158515572548,0.0,0.0002,100.82,2790.79,-10.093793992996217,28,0,,,,,,,,,,,,,,
29,-9.155830748677253,0.2886084099858999,1.9704865431785583,0.023825617153197528,0.07841363817220554,-7.006381908562035,0.9704205328784883,8.201779834413902,3.90625e-05,-11.831832449436188,0.30247478604316713,0.9076421546936035,0.020145957469940187,0.08525406584143638,-10.164512844085694,0.947393279671669,12.078371759355068,0.0,0.0002,99.48,2890.27,-10.164512844085694,29,0,,,,,,,,,,,,,,
30,-8.80356960117817,0.30279748886823654,2.0337800002098083,0.02553844562266022,0.06796386022819206,-6.54575192630291,0.9712893596105278,8.164997228193096,0.00015234375000000003,-11.729743094444276,0.2977979350090027,0.9089255237579346,0.020274300687015058,0.08316507995128632,-10.062387170791625,0.9519080039858818,11.973352924287319,0.0,0.0002,98.65,2988.92,-10.164512844085694,29,1,8.727316887676716,11.729743134919554,3.0024262472428376,11.973353045014326,0.8312980455357512,0.8202599549828546,-0.011038090552896507,1.8219527065753938,1.7799626326560973,-0.04199007391929643,100.0,0.0,100.0,0.0
31,-8.914579811692239,0.29238294921815394,2.008954656124115,0.024333924511447547,0.06211580885748844,-6.740698428452015,1.0017540455516427,8.129829603331164,0.00010546875000000001,-11.653558275699616,0.2980288279056549,1.0178867340087892,0.019695784226059915,0.0927074633538723,-9.97266653060913,0.918588248193264,11.906770423650741,0.0,0.0002,91.58,3080.5,-10.164512844085694,29,2,,,,,,,,,,,,,,
32,-8.952792531251907,0.28504660077393057,2.033318057060242,0.023700235749129207,0.06555720046861097,-6.80718149676919,1.0492335820011796,8.109711076375097,0.00010546875000000001,-11.865451395511627,0.3031257110834122,0.7639784336090087,0.020043185465037822,0.07705877341330052,-10.253914308547973,0.9692084935307502,12.15354024592787,0.0,0.0002,94.65,3175.15,-10.253914308547973,32,0,,,,,,,,,,,,,,
33,-9.566702571511268,0.2791749078035355,1.8590964686870575,0.022417577134910972,0.06512778685544618,-7.543792083710432,0.9925363223254681,8.67318692489527,0.00010546875000000001,-11.854022333621979,0.29298649430274964,0.8242770385742187,0.019676151257008313,0.08617359012365342,-10.243771476745605,0.955562311410904,12.150316852405668,0.0,0.0002,97.04,3272.19,-10.253914308547973,32,1,,,,,,,,,,,,,,
34,-8.634526324272155,0.28895433239638807,1.9669960248470306,0.02391295811161399,0.05877621293067932,-6.501049084365368,1.0281692307628691,8.194477974430193,0.0,-11.9760662150383,0.28451335489749907,1.0158088397979737,0.020248162541538477,0.09171731144189835,-10.282684497833252,0.9331238347291947,12.010863201388856,0.0,0.0002,98.51,3370.71,-10.282684497833252,34,0,,,,,,,,,,,,,,
35,-9.123196950554847,0.2889961127191782,1.8649591648578643,0.02495286060962826,0.06710095628281124,-6.959969090819359,1.0276434019580483,8.44064636045805,0.00016796875000000004,-12.00113837003708,0.304919935464859,0.8138772201538086,0.02019312983378768,0.08654654443264008,-10.355852270126343,1.020160431265831,11.859906063824893,0.00025,0.0002,97.52,3468.23,-10.355852270126343,35,0,8.727316887676716,12.001138410866261,3.273821523189545,11.859906157842916,0.8312980455357512,0.8249348922211794,-0.006363153314571712,1.8219527065753938,1.8123566782474518,-0.00959602832794193,100.0,0.0,100.0,0.0
36,-9.688557571768762,0.27140633068978787,1.6776667475700378,0.021991453748196364,0.0635207095235819,-7.7507578286528584,0.9662206235341728,9.03575047868304,3.125e-05,-12.108154480457307,0.2862711983919144,0.7795886421203613,0.019798172218725086,0.07861555963754654,-10.519482345581055,0.9696661776304245,12.377097013890744,0.0,0.0002,92.22,3560.45,-10.519482345581055,36,0,,,,,,,,,,,,,,
37,-8.89875701725483,0.28187145084142684,2.057977176904678,0.024561119715217503,0.05919436063850299,-6.712242044061423,1.099006460448727,8.096366748763248,3.125e-05,-12.152677063941956,0.2971144437789917,0.7832187652587891,0.01966774424538016,0.08672515362501144,-10.550484800338745,1.0014572644233704,12.189295700490474,0.0001875,0.0002,101.42,3661.87,-10.550484800338745,37,0,,,,,,,,,,,,,,
38,-9.511156956888735,0.26978217884898187,1.9897564685344695,0.022258105496875943,0.0674554967856966,-7.46408702492714,1.018897844273597,8.69053151588887,0.0001328125,-11.951074395179749,0.28872737526893616,0.7598710918426513,0.019752086270600558,0.08524884916841984,-10.361532440185547,0.964903764128685,12.233672497868538,0.0,0.0002,98.68,3760.54,-10.550484800338745,37,1,,,,,,,,,,,,,,
39,-9.532197382450104,0.28024698607623577,1.8300569260120392,0.023891539494507015,0.061777556801680476,-7.44657877266407,0.946343716289848,8.815321701923386,3.5156250000000004e-05,-12.122500760555267,0.27857970118522646,0.9474923133850097,0.01938396701589227,0.09080728963017463,-10.499667854309083,0.9258379799127578,12.258167551755905,0.0,0.0002,97.7,3858.25,-10.550484800338745,37,2,,,,,,,,,,,,,,
40,-9.25100020557642,0.2806248403340578,1.8049657797813417,0.024688790140207858,0.061464902176521716,-7.13298125565052,0.9544654158502817,8.504806140474976,4.296875e-05,-12.085093259811401,0.2761565601825714,0.8162946224212646,0.01930461160838604,0.08338436976075173,-10.51543342590332,0.9519323837757111,12.350594644248485,0.0,0.0002,97.91,3956.16,-10.550484800338745,37,3,8.727316887676716,12.085093166194856,3.3577762785181395,12.350594764411156,0.8312980455357512,0.822844110747909,-0.008453934787842177,1.8219527065753938,1.8079927790164947,-0.013959927558899077,100.0,0.0,100.0,0.0
41,-9.399587684571744,0.27560147240757943,1.8703469622135163,0.023439065001439302,0.05905420764232985,-7.331874631270766,0.9815291714109481,8.684388454395812,0.00020312499999999996,-12.089272680282592,0.2718776398897171,0.8073169708251953,0.019106833655387165,0.08107812821865082,-10.5387802028656,0.9465972489118576,12.379318115115165,0.0,0.0001,92.2,4048.36,-10.550484800338745,37,4,,,,,,,,,,,,,,
42,-9.541566008925438,0.25800075963139535,1.75727343916893,0.02191897706827149,0.0605816793825943,-7.599852682799101,0.9668955674953759,8.811245039394125,6.640625e-05,-12.10677282333374,0.27512759745121,0.8181245517730713,0.019066952001303435,0.08255358040332794,-10.55030665397644,0.9601690033078194,12.349294304079375,3.125e-05,0.0001,96.09,4144.45,-10.550484800338745,37,5,,,,,,,,,,,,,,
43,-9.819784110188484,0.2630644902586937,1.8369897818565368,0.022529889086727053,0.05739152492722496,-7.821736664772033,1.0006125604920089,9.013863110933453,3.9062499999999994e-05,-12.388538370132446,0.28181225538253785,0.8229656028747558,0.01911208301782608,0.08394897937774658,-10.820283317565918,0.9991428416967392,12.296971381939947,0.0001875,0.0001,97.25,4241.7,-10.820283317565918,43,0,,,,,,,,,,,,,,
44,-10.153863552510739,0.26123367235064504,1.6405122995376586,0.021794153295923026,0.05882370620383881,-8.251944807767869,0.9563065427541733,9.460985295632854,0.00011328124999999999,-12.399315190315246,0.27347109496593475,0.7448808860778808,0.01900098480284214,0.07960913732647895,-10.872721176147461,0.9741334655880928,12.624178207218646,3.125e-05,0.0001,99.59,4341.29,-10.872721176147461,44,0,,,,,,,,,,,,,,
45,-9.895203901529312,0.2612741244584322,1.6898605000972748,0.02237785213859752,0.060524860266014,-7.947554144263267,0.9549188482575118,9.129391005760407,1.5625e-05,-12.377790849208832,0.27354083597660067,0.7786285972595215,0.01897302276454866,0.07993617489933967,-10.842074236869813,0.9767609721422196,12.585825018361211,3.125e-05,0.0001,98.87,4440.16,-10.872721176147461,44,1,8.727316887676716,12.377791057229041,3.650474169552325,12.585825023651736,0.8312980455357512,0.8282230734918251,-0.0030749720439260386,1.8219527065753938,1.8213487684726715,-0.0006039381027223012,100.0,0.0,100.0,0.0
46,-9.734493650794029,0.2542548169195652,1.9103929805755615,0.02133412532042712,0.0632372483110521,-7.777177467346191,0.995547545896843,8.75106662357226,0.00015234375,-12.406873614788056,0.2840746468305588,0.8553081035614014,0.019714212231338023,0.08988001272082329,-10.790615949630737,1.0299340510368347,11.999524626731873,0.000375,0.0001,93.47,4533.63,-10.872721176147461,44,2,,,,,,,,,,,,,,
47,-9.712818894386292,0.2559207421541214,1.696713786125183,0.021457846739795058,0.058199643924017434,-7.816792029440403,0.9707223051600158,9.11424611392431,2.34375e-05,-12.403143854141236,0.2675643444061279,0.8340982246398926,0.018699563667178155,0.08526407986879349,-10.865107645988465,0.9449093762040138,12.65376446582377,3.125e-05,0.0001,97.56,4631.18,-10.872721176147461,44,3,,,,,,,,,,,,,,
48,-9.90012992620468,0.2579317618906498,1.7940718936920166,0.02212207056581974,0.04519848207943142,-7.952674603760243,0.9722487785853445,9.048437196132728,0.00014453125000000002,-12.3646324634552,0.2643856427073479,0.7887428760528564,0.018872497584670783,0.08490304708480835,-10.835096254348755,0.9507184422016144,12.614691638052463,0.0,5e-05,96.95,4728.14,-10.872721176147461,44,4,,,,,,,,,,,,,,
49,-10.363815199434757,0.25347015768289566,1.8326782476902008,0.021686262728180736,0.06270976858882932,-8.413518611192703,0.9517128723394126,9.154557784025092,3.906250000000001e-05,-12.384380867481232,0.2765055787563324,0.7734097862243652,0.01922567989677191,0.08741860628128052,-10.82714988708496,1.0010669428110122,12.233705836832524,0.00021874999999999998,5e-05,101.14,4829.28,-10.872721176147461,44,5,,,,,,,,,,,,,,
50,-9.61600598692894,0.25924357153475286,1.836498614549637,0.02245684795547277,0.05050954909180291,-7.632460917532444,0.9531255256198347,8.803120903596282,6.640625e-05,-12.341635565757752,0.25896265387535095,1.098912878036499,0.01928507293574512,0.09656811848282815,-10.692177362442017,0.9070338854193687,12.167437111884356,0.0,5e-05,100.43,4929.71,-10.872721176147461,44,6,8.727316887676716,12.341635505259037,3.6143186175823203,12.1674372674797,0.8312980455357512,0.830686274705448,-0.000611770830303171,1.8219527065753938,1.8055550050735474,-0.016397701501846385,100.0,0.0,100.0,0.0
51,-10.183259123265744,0.2596995560079813,1.8142627358436585,0.022744068494066596,0.04942795219481923,-8.192649367991836,0.9466889424622059,9.194125875132158,2.34375e-05,-12.481280777454376,0.2691058331727982,0.7228322219848633,0.018840841362252832,0.07878064304590225,-10.974502611160279,0.965972070991993,12.737857943177223,0.0,5e-05,91.79,5021.5,-10.974502611160279,51,0,,,,,,,,,,,,,,
52,-9.93134583607316,0.2548840039223432,1.7489545726776123,0.021808133486192673,0.05186217275331728,-8.00950666666031,0.9600857348553836,8.993670584522187,0.0,-12.439902439117432,0.2796506172418594,0.8569254779815674,0.019699361585080625,0.08727250292897225,-10.830933504104614,1.0289189505577088,12.085730966329574,0.00040625000000000004,5e-05,95.91,5117.41,-10.974502611160279,51,1,,,,,,,,,,,,,,
53,-10.455507556796073,0.251320855692029,1.697613798379898,0.021263927093241364,0.056237465401063676,-8.575468675494195,0.9641532132402062,9.542286193680484,2.7343750000000004e-05,-12.341034502983094,0.2583292841911316,0.9710082817077637,0.019039257671684028,0.09157928816974163,-10.747860651016236,0.9245881578326225,12.365269196778536,0.0,5e-05,98.32,5215.72,-10.974502611160279,51,2,,,,,,,,,,,,,,
54,-9.981345373094081,0.2497986338287592,1.6948603427410125,0.020883101341314613,0.052954969197744506,-8.1259785425663,0.9983453775942326,9.257035703640431,0.00010156250000000002,-12.404206347465514,0.26655268788337705,0.7273128414154053,0.01872052367776632,0.08344548135995865,-10.89998827934265,0.9665978643298149,12.609561870545148,3.125e-05,5e-05,98.09,5313.81,-10.974502611160279,51,3,,,,,,,,,,,,,,
55,-9.899477734565735,0.26066575676202774,1.6712884151935576,0.022631618906743825,0.05825060944567667,-7.94759391784668,0.9466832100600004,9.192472835965454,9.375000000000002e-05,-12.496847727298736,0.2665874004364014,0.7358960819244384,0.018827432934194803,0.08333928823471069,-10.984780850410461,0.986558580994606,12.593055278658866,6.25e-05,5e-05,98.8,5412.62,-10.984780850410461,55,0,8.727316887676716,12.496847856678068,3.7695309690013517,12.593055496993884,0.8312980455357512,0.8296539060765338,-0.0016441394592173753,1.8219527065753938,1.8354915726184844,0.013538866043090625,100.0,0.0,100.0,0.0
56,-9.965354546904564,0.24781852439045907,1.7484988117218017,0.02119071263121441,0.05434537210734561,-8.079105290472507,1.0093379430286586,9.114264479740523,0.00010937499999999999,-12.500167512893677,0.2643419116735458,0.7654350757598877,0.018758904580026867,0.07785657256841659,-10.990393238067627,0.9635588386654854,12.752079378068448,0.0,5e-05,93.5,5506.12,-10.990393238067627,56,0,,,,,,,,,,,,,,
57,-10.083220038115979,0.25236522272229195,1.7901718258857726,0.021501182212959977,0.05722047591814771,-8.161523682493716,0.9588851658627391,9.249249838956166,0.00021484375,-12.574695785045623,0.2668932694196701,0.7480301475524902,0.018775010099634528,0.07863284543156623,-11.066010160446167,0.9644365325570107,12.807953363656997,0.0,5e-05,96.66,5602.78,-11.066010160446167,57,0,,,,,,,,,,,,,,
58,-10.341896905899048,0.2512509829550982,1.756181207895279,0.021485666399821638,0.06551218428765423,-8.423996066451073,0.9583728256821632,9.36974370000884,3.5156250000000004e-05,-12.446922175884247,0.24982598543167114,1.2249159622192383,0.019125900398939848,0.10149652406573295,-10.77182993888855,0.893091424703598,12.1107355363667,0.0,5e-05,97.8,5700.58,-11.066010160446167,57,1,,,,,,,,,,,,,,
59,-10.005942378640174,0.25500435262918475,1.7654613113403321,0.02203716932795942,0.05917215725086862,-8.06026894569397,0.946215790733695,9.206765415188856,5.0781250000000004e-05,-12.501470499038696,0.2637513229250908,0.7624966621398925,0.018673787480220198,0.0802918992191553,-10.994988784790038,0.9704363179206849,12.695714711844921,3.125e-05,5e-05,98.95,5799.52,-11.066010160446167,57,2,,,,,,,,,,,,,,
60,-10.377185736894608,0.24969682343304156,1.6579249608516693,0.021065804332029075,0.06247327157761902,-8.514347986578942,0.9952526427060365,9.518098594178445,0.0001640625,-12.481407151222228,0.2588931715488434,0.8841304206848144,0.01872021336108446,0.0826581970602274,-10.938606185913086,0.9380935251712799,12.662805782556534,0.0,5e-05,98.85,5898.38,-11.066010160446167,57,3,8.727316887676716,12.481406973004342,3.7540900853276256,12.662805957158161,0.8312980455357512,0.8357965064785157,0.004498460942764515,1.8219527065753938,1.8513055074214935,0.029352800846099703,100.0,0.0,100.0,0.0
61,-10.208648975491524,0.2425850336253643,1.5489141142368317,0.02026699505513534,0.05419379005907103,-8.433846165388822,0.9675765983574093,9.526139116855338,5.859375e-05,-12.432216339111328,0.25245923340320586,0.9706421089172363,0.0188748193718493,0.09058627322316169,-10.85423728466034,0.9246791124343872,12.509943889416753,0.0,2.5e-05,91.21,5989.58,-11.066010160446167,57,4,,,,,,,,,,,,,,
