target_snr_db,sample_count,mean_mask_magnitude,median_mask_magnitude,p95_mask_magnitude,max_mask_magnitude,mean_of_sample_means,mean_of_sample_p95s
-5.0,16,0.5896266195086802,0.652834951877594,1.0264724791049957,1.7254732847213745,0.5896266233175993,0.9931471832096577
0.0,20,0.447014807217448,0.4111538827419281,0.9857769757509232,1.7143936157226562,0.4470148108899593,0.9584874659776688
5.0,15,0.4177803057294528,0.36387187242507935,0.9649567365646361,1.7155930995941162,0.41778029799461364,0.9052749355634053
10.0,21,0.30371799213777495,0.18859916925430298,0.9214299857616424,1.6658649444580078,0.30371798752319246,0.853283629530952
15.0,17,0.27136701791819257,0.14171567559242249,0.8742637932300567,1.725762128829956,0.27136702309636507,0.7698711209437427
20.0,11,0.26701822981602463,0.15369448065757751,0.8428032159805298,1.846522569656372,0.26701822741465137,0.7850116057829424
