sample_id,unseen_snr_db,actual_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,mean_mask_magnitude,p95_mask_magnitude
S0194,-2.5,-2.499999947683984,9.807377646626271,12.307377594310255,0.4066293239593506,0.912665843963623
S0194,2.5,2.499999645619289,14.183405390254277,11.683405744634989,0.309389591217041,0.8483884334564209
S0194,7.5,7.499999694929324,17.584296674562196,10.084296979632873,0.2468419373035431,0.7636960744857788
S0194,12.5,12.500000002580089,20.661795417217448,8.161795414637359,0.20278865098953247,0.6692120432853699
S0194,17.5,17.500000074041576,23.07490145492401,5.574901380882434,0.17996717989444733,0.6136268973350525
S0194,25.0,24.99999966157673,27.49591586716004,2.4959162055833097,0.16594840586185455,0.60810387134552
S0201,-2.5,-2.499999704639657,2.7499457823710323,5.24994548701069,0.6018829345703125,1.0031828880310059
S0201,2.5,2.500000315170335,6.540422152338445,4.04042183716811,0.5794865489006042,1.0138174295425415
S0201,7.5,7.500000308479039,10.975495336610386,3.4754950281313475,0.4933406412601471,0.9782785773277283
S0201,12.5,12.500000176733735,14.63865969221742,2.1386595154836847,0.3590712249279022,0.8857842683792114
S0201,17.5,17.500000150536895,18.179773081129515,0.6797729305926197,0.24394533038139343,0.7402821183204651
S0201,25.0,24.99999982812128,25.24598001678886,0.24598018866758053,0.17535553872585297,0.6433408260345459
S0204,-2.5,-2.50000041464355,5.989162425094118,8.489162839737668,0.5448883175849915,1.0055603981018066
S0204,2.5,2.500000057053948,11.780523586123742,9.280523529069795,0.4993818998336792,0.9908846616744995
S0204,7.5,7.500000243517198,14.971100209544257,7.471099966027059,0.4851490259170532,0.9746776223182678
S0204,12.5,12.500000181082358,16.98613187774907,4.486131696666712,0.43397751450538635,0.9439709782600403
S0204,17.5,17.499999304579127,19.458921987144233,1.958922682565106,0.36812400817871094,0.8716446757316589
S0204,25.0,24.999997854684466,22.97018221593351,-2.029815638750957,0.3301302194595337,0.7557690143585205
S0209,-2.5,-2.499999856608481,11.273870491744146,13.773870348352627,0.2803182303905487,0.9862613677978516
S0209,2.5,2.5000000397757653,14.689732872952124,12.18973283317636,0.2749195992946625,0.9673603773117065
S0209,7.5,7.50000021115223,16.48757828844002,8.98757807728779,0.2593786418437958,0.9129199385643005
S0209,12.5,12.49999974589236,17.297672870074177,4.7976731241818165,0.22049753367900848,0.811451256275177
S0209,17.5,17.50000009712992,17.954309276250882,0.4543091791209619,0.20456212759017944,0.7588233351707458
S0209,25.0,24.999999272707242,18.591838951247347,-6.408160321459896,0.19048544764518738,0.7018644213676453
S0214,-2.5,-2.499999890657728,6.953042820248324,9.453042710906052,0.6100141406059265,1.008606195449829
S0214,2.5,2.500000154881814,10.780295635779627,8.280295480897813,0.526439905166626,0.9986148476600647
S0214,7.5,7.500000192015356,14.519394640882602,7.019394448867247,0.4791344106197357,0.9870123863220215
S0214,12.5,12.500000273566377,18.02364467067526,5.5236443971088836,0.43612271547317505,0.9632644057273865
S0214,17.5,17.499999876070845,21.526440254059732,4.026440377988887,0.3756498396396637,0.9212580919265747
