sample_id,target_snr_db,metadata_measured_snr_db,waveform_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,input_si_snr_db,output_si_snr_db,si_snr_improvement_db,input_stoi,output_stoi,stoi_improvement,stoi_skip_reason,input_pesq,output_pesq,pesq_improvement,pesq_skip_reason,noise_category,max_amplitude_enhanced,rms_enhanced,rms_ratio_enhanced_over_clean,clipped_for_wav,clipping_pct
S0573,10.0,10.0,13.663381744180843,14.116280653743631,0.4528989095627889,13.665882110595703,14.914665222167969,1.2487831115722656,0.9836030258530056,0.9440948177711042,-0.039508208081901475,,2.3995659351348877,3.0635855197906494,0.6640195846557617,,drone,0.6747133135795593,0.16563138365745544,0.8975960491730384,False,0.0
S0578,10.0,10.0,9.60968114930871,12.526923309959287,2.917242160650577,9.591694831848145,12.302016258239746,2.7103214263916016,0.9429748062348143,0.964361191606397,0.02138638537158266,,1.6783442497253418,2.123662233352661,0.44531798362731934,,siren,0.5675519108772278,0.10148599743843079,0.9890231889094727,False,0.0
S0581,10.0,10.0,11.500965650999081,13.514367863686392,2.0134022126873106,11.208325386047363,13.73589038848877,2.5275650024414062,0.8948266010484347,0.9224304000064785,0.027603798958043768,,1.8744020462036133,2.151944160461426,0.2775421142578125,,siren,0.9663891196250916,0.1893230378627777,0.916796582667636,False,0.0
S0591,10.0,10.0,13.828977504495676,18.75413995564999,4.925162451154314,13.649642944335938,19.188648223876953,5.539005279541016,0.9000862127943848,0.8627227293888426,-0.037363483405542186,,2.1767687797546387,2.3714213371276855,0.19465255737304688,,siren,0.9588294625282288,0.13190527260303497,0.9564594412884536,False,0.0
S0605,10.0,10.0,10.251012292217093,15.791494497776604,5.5404822055595115,10.276516914367676,15.854345321655273,5.577828407287598,0.7065317105822942,0.7863212516307623,0.07978954104846803,,1.4050241708755493,1.6664221286773682,0.26139795780181885,,gunshot,0.5065266489982605,0.08043514937162399,1.0193880474190513,False,0.0
S0611,10.0,10.0,7.437216387655185,15.501408410468782,8.064192022813597,7.381641387939453,15.377471923828125,7.995830535888672,0.9675154901072786,0.9628062795174451,-0.0047092105898334236,,2.1688809394836426,1.852766513824463,-0.3161144256591797,,gunshot,0.4505248963832855,0.06465891003608704,0.9849914977321419,False,0.0
S0623,10.0,10.0,11.67937179989413,13.940302948658987,2.2609311487648576,11.718456268310547,13.984481811523438,2.2660255432128906,0.9482166387008168,0.9609209060552487,0.012704267354431864,,1.362945795059204,1.5424870252609253,0.1795412302017212,,helicopter,0.6189462542533875,0.061291951686143875,1.0246730287450785,False,0.0
S0624,10.0,10.0,12.017799247790986,18.842051348844556,6.82425210105357,11.99431324005127,18.79741096496582,6.803097724914551,0.9910292554266046,0.9883591352773247,-0.00267012014927992,,2.9908528327941895,2.8382248878479004,-0.15262794494628906,,helicopter,0.5898835062980652,0.09601112455129623,0.9988023420108719,False,0.0
S0626,10.0,10.0,7.528243485757542,16.527894394189165,8.999650908431622,7.495439052581787,16.5572452545166,9.061806201934814,0.9718908832219081,0.9512826094430856,-0.02060827377882246,,1.385762333869934,1.5440747737884521,0.15831243991851807,,helicopter,0.7993979454040527,0.1285337209701538,0.9642516829543314,False,0.0
S0632,10.0,10.0,11.18600487084768,13.038241754728215,1.8522368838805345,11.184430122375488,12.936389923095703,1.7519598007202148,0.9050924113952618,0.9059961889938543,0.0009037775985925034,,1.6217460632324219,1.8331667184829712,0.21142065525054932,,helicopter,0.9240416884422302,0.16330426931381226,1.0113171888527117,False,0.0
S0638,10.0,10.0,21.642152813408842,21.688933091286305,0.046780277877463305,21.634098052978516,21.684873580932617,0.05077552795410156,0.9479991865915731,0.9433812545844907,-0.0046179320070823815,,2.1499361991882324,2.640441417694092,0.4905052185058594,,helicopter,0.5158857107162476,0.08170085400342941,1.0028975616441007,False,0.0
S0666,10.0,10.0,15.308161468430967,16.240002196615876,0.931840728184909,15.317305564880371,16.186710357666016,0.8694047927856445,0.9711765824285022,0.960193466459988,-0.010983115968514201,,1.7585667371749878,1.7452133893966675,-0.013353347778320312,,wind,0.3515048325061798,0.040113236755132675,1.0046641925698836,False,0.0
S0688,15.0,15.0,16.115992459425645,18.033611807389626,1.9176193479639814,16.102882385253906,18.630603790283203,2.527721405029297,0.9810821774935466,0.9789727502792297,-0.00210942721431695,,1.7044684886932373,2.0461232662200928,0.34165477752685547,,armored_vehicle,0.9674833416938782,0.15386323630809784,0.946312792985063,False,0.0
S0697,15.0,15.0,11.740941502615094,14.734030098787535,2.9930885961724414,11.729898452758789,14.617806434631348,2.8879079818725586,0.6668982914911327,0.7111348810731959,0.044236589582063224,,1.3141673803329468,1.495244026184082,0.18107664585113525,,artillery,0.31852951645851135,0.066818006336689,0.9986172383613536,False,0.0
S0711,15.0,15.0,26.514192585060087,23.005513393325888,-3.508679191734199,38.82772445678711,27.322643280029297,-11.505081176757812,0.999982615297443,0.9934117846932324,-0.006570830604210598,,4.585482597351074,3.4242732524871826,-1.1612093448638916,,artillery,0.9729385375976562,0.16309213638305664,0.9429188738913068,False,0.0
S0725,15.0,15.0,15.792629353126992,23.5462849932985,7.753655640171507,15.790482521057129,23.558860778808594,7.768378257751465,0.9980258636831033,0.9968885776116692,-0.0011372860714341515,,2.295854330062866,2.202565908432007,-0.09328842163085938,,drone,0.5439349412918091,0.0802592933177948,1.0028762745625326,False,0.0
