sample_id,target_snr_db,metadata_measured_snr_db,waveform_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,input_si_snr_db,output_si_snr_db,si_snr_improvement_db,input_stoi,output_stoi,stoi_improvement,stoi_skip_reason,input_pesq,output_pesq,pesq_improvement,pesq_skip_reason,noise_category,max_amplitude_enhanced,rms_enhanced,rms_ratio_enhanced_over_clean,clipped_for_wav
S0666,10.0,10.0,15.308161468430967,-5.21586424536939,-20.524025713800356,15.317306518554688,16.66373634338379,1.3464298248291016,0.9711765824285022,0.9629208547502939,-0.008255727678208369,,1.7585667371749878,1.8843251466751099,0.12575840950012207,,wind,0.28895804286003113,0.033053185790777206,0.8278402567477803,False
S0688,15.0,15.0,16.115992459425645,-4.961670182094159,-21.077662641519805,16.102882385253906,18.091724395751953,1.9888420104980469,0.9810821774935466,0.9772667065499405,-0.003815470943606125,,1.7044684886932373,1.9893298149108887,0.28486132621765137,,armored_vehicle,0.8092982769012451,0.12581376731395721,0.7737987345101591,False
S0697,15.0,15.0,11.740941502615094,-5.2198311125582055,-16.960772615173298,11.729898452758789,15.434181213378906,3.704282760620117,0.6668982914911327,0.7136160552698282,0.04671776377869552,,1.3141673803329468,1.8772358894348145,0.5630685091018677,,artillery,0.25719892978668213,0.05555082857608795,0.8302255344436665,False
S0711,15.0,15.0,26.514192585060087,-5.036671335949294,-31.55086392100938,38.82772445678711,31.054054260253906,-7.773670196533203,0.999982615297443,0.9972786568448843,-0.0027039584525587745,,4.585482597351074,3.4723355770111084,-1.1131470203399658,,artillery,0.7845476269721985,0.13594643771648407,0.7859757361942247,False
S0725,15.0,15.0,15.792629353126992,-5.224452531674521,-21.017081884801513,15.790482521057129,23.436336517333984,7.6458539962768555,0.9980258636831033,0.9970937525672716,-0.0009321111158316908,,2.295854330062866,2.2023541927337646,-0.09350013732910156,,drone,0.44732916355133057,0.06609233468770981,0.8258537005340734,False
S0727,15.0,15.0,16.581115647180606,-5.201184526437518,-21.782300173618125,16.561744689941406,23.742740631103516,7.180995941162109,0.997341862869874,0.9954575220567863,-0.0018843408130877481,,3.53120493888855,3.162306070327759,-0.368898868560791,,drone,0.36984896659851074,0.056429050862789154,0.8208987141287815,False
S0735,15.0,15.0,14.95093613044247,-5.261072356854549,-20.21200848729702,14.954387664794922,15.214118003845215,0.25973033905029297,0.9610878688228126,0.9625690794302046,0.0014812106073920361,,2.6147875785827637,2.526066780090332,-0.08872079849243164,,drone,0.4738099277019501,0.07161174714565277,0.8392702245478725,False
S0742,15.0,15.0,17.483873565054154,-5.197858234205115,-22.681731799259268,17.47052764892578,18.57472801208496,1.1042003631591797,0.9722260675371873,0.9607348446584704,-0.011491222878716956,,2.018643617630005,1.956435203552246,-0.06220841407775879,,siren,0.8007192611694336,0.11078740656375885,0.8223569118996605,False
S0749,15.0,15.0,18.05195059783481,-5.019252802111145,-23.071203399945958,18.169767379760742,22.389545440673828,4.219778060913086,0.9242407268277191,0.8760359676814798,-0.04820475914623923,,1.7162489891052246,2.5330140590667725,0.8167650699615479,,siren,0.7992603778839111,0.13329331576824188,0.7834875711484773,False
S0751,15.0,15.0,14.94278337757158,-5.223720686272126,-20.166504063843707,14.967633247375488,17.604843139648438,2.637209892272949,0.9213090481400583,0.916466395055986,-0.004842653084072279,,1.4991158246994019,1.8780314922332764,0.3789156675338745,,siren,0.15150178968906403,0.02018190175294876,0.8285639431655133,False
S0774,15.0,15.0,14.832428151252552,-4.099762762852283,-18.932190914104837,14.865679740905762,4.741788387298584,-10.123891353607178,0.9998521505295767,0.9645062333825781,-0.03534591714699853,,4.604010105133057,2.1078617572784424,-2.4961483478546143,,gunshot,0.14937932789325714,0.021082164719700813,0.6575382009680532,False
S0784,15.0,15.0,17.792627932966845,-5.199582296723553,-22.992210229690397,17.7822208404541,19.605792999267578,1.8235721588134766,0.958148135408235,0.9557770426901667,-0.002371092718068235,,2.1762447357177734,1.8348331451416016,-0.3414115905761719,,gunshot,0.22976559400558472,0.025461625307798386,0.8220659937493915,False
S0787,15.0,15.0,15.842169814449985,-5.217768657824335,-21.059938472274318,15.842447280883789,20.61553192138672,4.77308464050293,0.9943652514957073,0.995752904940984,0.001387653445276693,,2.797585964202881,2.962873935699463,0.16528797149658203,,gunshot,0.24692095816135406,0.05150531977415085,0.825377750406884,False
S0788,15.0,15.0,16.924718974696788,-5.096197008405893,-22.020915983102682,16.837404251098633,19.014978408813477,2.1775741577148438,0.9209258160390041,0.9291782963717681,0.008252480332763934,,1.4336950778961182,1.7223796844482422,0.288684606552124,,gunshot,0.8031437993049622,0.09438971430063248,0.8008506274543842,False
S0794,15.0,15.0,21.650910335487158,-5.222708420309546,-26.873618755796706,21.640483856201172,22.851572036743164,1.2110881805419922,0.979477816516073,0.9801515089088251,0.0006736923927520566,,3.052441358566284,3.078167676925659,0.025726318359375,,helicopter,0.6466553211212158,0.11418644338846207,0.8256332351978014,False
