sample_id,target_snr_db,metadata_measured_snr_db,waveform_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,input_si_snr_db,output_si_snr_db,si_snr_improvement_db,input_stoi,output_stoi,stoi_improvement,stoi_skip_reason,input_pesq,output_pesq,pesq_improvement,pesq_skip_reason,noise_category,max_amplitude_enhanced,rms_enhanced,rms_ratio_enhanced_over_clean,clipped_for_wav
S0810,15.0,15.0,11.65561140982306,-5.219851277530396,-16.875462687353455,11.644314765930176,21.63864517211914,9.994330406188965,0.9020220877094638,0.8136492268839858,-0.08837286082547802,,2.169802665710449,2.130594253540039,-0.039208412170410156,,helicopter,0.20515474677085876,0.0399216003715992,0.8254077638758518,False
S0814,15.0,15.0,14.108979663417704,-5.194590716499877,-19.30357037991758,14.088692665100098,15.73328971862793,1.644597053527832,0.9805914279693352,0.9775884783941525,-0.0030029495751826563,,1.6115126609802246,1.7154501676559448,0.10393750667572021,,wind,0.13283196091651917,0.027811381965875626,0.824494674626134,False
S0829,15.0,15.0,15.34060927218085,-5.1149461678050425,-20.455555439985893,15.312694549560547,16.95654296875,1.6438484191894531,0.9337015896618688,0.8729358211272455,-0.06076576853462323,,2.551821708679199,1.594139575958252,-0.9576821327209473,,wind,0.03202245756983757,0.004970403388142586,0.8064201982024787,False
S0855,20.0,20.0,26.014028346955484,-5.221269440279582,-31.235297787235066,26.01573944091797,26.0291690826416,0.013429641723632812,0.9471078489351655,0.9454971295662304,-0.0016107193689350874,,2.7534878253936768,2.810929298400879,0.05744147300720215,,armored_vehicle,0.38210180401802063,0.05205494537949562,0.824726156462708,False
S0857,20.0,20.0,21.437253730538504,-5.2194823337405705,-26.656736064279073,21.47882080078125,22.97595977783203,1.4971389770507812,0.9545934768979709,0.9418767172322449,-0.012716759665726052,,2.236851215362549,2.1900410652160645,-0.046810150146484375,,armored_vehicle,0.3958827555179596,0.04978850111365318,0.824922181704142,False
S0871,20.0,20.0,17.754346730847303,-5.165426527576552,-22.919773258423856,17.7222900390625,18.564468383789062,0.8421783447265625,0.7756389202952996,0.7833224082037066,0.007683487908407005,,2.042290449142456,1.7397541999816895,-0.3025362491607666,,artillery,0.2904968857765198,0.04428072273731232,0.8155697206215923,False
S0892,20.0,20.0,25.497981405298674,-4.867822017355893,-30.365803422654565,25.496252059936523,15.773157119750977,-9.723094940185547,0.9750978695534939,0.9439984225818209,-0.031099446971672995,,3.0866031646728516,2.5164763927459717,-0.5701267719268799,,drone,0.34693190455436707,0.07156498730182648,0.7570233966285925,False
S0902,20.0,20.0,21.36140452605037,-5.14391039989634,-26.505314925946713,21.37982940673828,20.809284210205078,-0.5705451965332031,0.9970388674371384,0.9616317719192647,-0.03540709551787369,,2.9411728382110596,2.624514102935791,-0.31665873527526855,,drone,0.7490723133087158,0.16783341765403748,0.8098350679063874,False
S0921,20.0,20.0,20.5285340784234,-5.221161386423736,-25.749695464847136,20.537063598632812,21.983928680419922,1.4468650817871094,0.8936742169259381,0.8960414695968075,0.0023672526708694575,,1.9146623611450195,2.24711012840271,0.33244776725769043,,siren,0.5885342955589294,0.09325616806745529,0.8255658032931525,False
S0944,20.0,20.0,21.09864063556269,-5.243907698743762,-26.34254833430645,21.111560821533203,21.495559692382812,0.3839988708496094,0.983660685110033,0.9813158825972973,-0.002344802512735722,,2.3501381874084473,2.575082540512085,0.2249443531036377,,gunshot,0.45794108510017395,0.08440516889095306,0.8305234202028803,False
S0946,20.0,20.0,21.39200162673866,-5.141609987307135,-26.533611614045796,21.401079177856445,23.139266967773438,1.7381877899169922,0.9931261869635565,0.9868972114638682,-0.006228975499688261,,3.357264757156372,3.6124823093414307,0.2552175521850586,,gunshot,0.5576924681663513,0.08092176169157028,0.8085911198793071,False
S0952,20.0,20.0,19.85236914278526,-5.182039440229858,-25.034408583015118,19.850589752197266,22.468685150146484,2.6180953979492188,0.9835417507969724,0.8328804625294278,-0.15066128826754455,,3.7031443119049072,2.4306740760803223,-1.272470235824585,,gunshot,0.1689758598804474,0.016541345044970512,0.817212093263829,False
S0988,20.0,20.0,20.15875122613028,-5.238232297424358,-25.39698352355464,20.181922912597656,21.194049835205078,1.0121269226074219,0.9943735658190547,0.9925249282168693,-0.0018486376021853435,,3.1353015899658203,3.1551244258880615,0.01982283592224121,,wind,0.19352301955223083,0.0313437320291996,0.8294415675966462,False
S0990,20.0,20.0,22.151426248142556,-5.055123119394524,-27.20654936753708,22.148836135864258,14.326972007751465,-7.821864128112793,0.9752859869909909,0.9122621960437076,-0.06302379094728328,,1.957795262336731,3.0172946453094482,1.0594993829727173,,wind,0.7112363576889038,0.07109177112579346,0.7975910212892882,False
