epoch,train_si_snr_loss,train_spectral_loss,train_amplitude_loss_db,train_waveform_loss,train_total_loss,train_rms_ratio,train_reconstruction_snr_db,train_clipping_pct,train_mask_magnitude_mean,val_si_snr_loss,val_spectral_loss,val_amplitude_loss_db,val_waveform_loss,val_total_loss,val_rms_ratio,val_reconstruction_snr_db,val_clipping_pct,val_mask_magnitude_mean,learning_rate,epoch_time_sec,cumulative_time_sec,best_val_loss,best_epoch,patience_counter,val_si_snr_before_db_full,val_si_snr_after_db_full,val_si_snr_improvement_db_full,val_reconstruction_snr_db_full,val_stoi_before,val_stoi_after,val_stoi_improvement,val_pesq_before,val_pesq_after,val_pesq_improvement,val_stoi_n_valid,val_stoi_n_skipped,val_pesq_n_valid,val_pesq_n_skipped
1,-5.9795383015275005,0.31329027365893125,2.13670637011528,0.03958068423671648,-3.0462018609046937,1.2657572007365525,6.080747213168215,6.640625e-05,0.030796511413063853,-9.38027620792389,0.2673324367403984,1.2203173828125,0.031366925053298474,-7.178502144813538,1.1534011155366897,9.466437572464347,0.000625,0.05930934339761734,0.0002,119.95,119.95,-7.178502144813538,1,0,8.727316887676716,9.380276267677546,0.65295938000083,9.466437560396322,0.8312980455357512,0.8317182830250658,0.00042023748931463434,1.8219527065753938,1.8840656661987305,0.06211295962333674,100.0,0.0,100.0,0.0
2,-6.23478404968977,0.294382882155478,1.8709597897529602,0.03460085791768506,-3.6490703150629997,1.1606027437746524,6.4939809818690994,3.90625e-06,0.08722864009439946,-10.000745630264282,0.2330935652554035,1.1008365726470948,0.026851775143295526,-8.094812254905701,1.001047545671463,10.183720792941749,0.0,0.0969844676554203,0.0002,133.24,253.19,-8.094812254905701,2,0,,,,,,,,,,,,,,
3,-7.197904511094094,0.25398641274310646,1.6399140858650207,0.03023625407367945,-4.940131147801876,1.0767840962857007,7.461593360874685,7.03125e-05,0.13344916995614767,-10.645703573226928,0.21457397997379302,1.0866126441955566,0.025545624028891326,-8.827864446640014,1.054993860721588,10.695664179883897,0.00034375,0.12977899640798568,0.0002,123.6,376.79,-8.827864446640014,3,0,,,,,,,,,,,,,,
4,-7.576958985328674,0.23753337694332002,1.5492856013774872,0.029126241430640222,-5.418327837586403,1.2324043473973871,7.911029056808911,1.1718750000000002e-05,0.1827014508843422,-10.8276224899292,0.19499444991350173,1.0361731910705567,0.023767083697021008,-9.133421688079833,0.9992696744203567,11.062954088449478,0.0001875,0.20032096415758133,0.0002,131.98,508.77,-9.133421688079833,4,0,,,,,,,,,,,,,,
5,-7.728560001850128,0.22686647091060877,1.578758864402771,0.02831644247402437,-5.612243701815605,1.1559588689170779,8.116093827118165,0.00014843750000000002,0.2151596174389124,-11.1707044839859,0.18766153290867804,0.9805835914611817,0.023053328543901443,-9.53620153427124,1.0126747953891755,11.289291668385268,0.0003125,0.19175194650888444,0.0002,132.81,641.58,-9.53620153427124,5,0,8.727316887676716,11.170704551562666,2.44338766388595,11.28929173172119,0.8312980455357512,0.8455363396757059,0.0142382941399547,1.8219527065753938,1.9821829032897949,0.16023019671440109,100.0,0.0,100.0,0.0
6,-8.087690387368202,0.2122805732116103,1.4612213122844695,0.02639701076084748,-6.11719286352396,1.0019599330052733,8.432391971824691,0.00063671875,0.23476490892469884,-11.36456069469452,0.18454771354794502,1.029767026901245,0.02290564162656665,-9.725800666809082,1.0360230189561843,11.10408348441124,0.00025,0.18830692023038864,0.0002,82.39,723.97,-9.725800666809082,6,0,,,,,,,,,,,,,,
7,-8.338607776872813,0.2010259188618511,1.4506810319423675,0.025067481440491975,-6.449003452062607,1.0158658607676625,8.484216266982257,0.0004296875,0.25566347889602187,-11.499049072265626,0.17648984372615814,0.930700330734253,0.021915380023419858,-9.947580027580262,0.9934082651138305,11.654397300099953,0.00018750000000000003,0.25447310745716095,0.0002,97.99,821.96,-9.947580027580262,7,0,,,,,,,,,,,,,,
8,-8.82866926729679,0.19716601190157235,1.327111896276474,0.024356650912668556,-7.015537110865116,1.0450038583949208,9.176389122504624,3.125e-05,0.2715582954883575,-11.667080516815185,0.17342766433954238,0.919881534576416,0.021546111777424812,-10.14038275718689,1.0058381187915801,11.663883449360728,0.00028125,0.24444260597229003,0.0002,102.91,924.88,-10.14038275718689,8,0,,,,,,,,,,,,,,
9,-8.456401247084141,0.20241679273545743,1.4683154392242432,0.025538822747766973,-6.5365487095713615,0.97752186819911,8.810350294692908,0.00012109375,0.2845936068892479,-11.616225068569184,0.17460583359003068,0.9568992710113525,0.021867130659520628,-10.061193103790282,1.0245762798190117,11.497258411347866,0.00025,0.22425163626670838,0.0002,100.05,1024.93,-10.14038275718689,8,1,,,,,,,,,,,,,,
10,-9.015498871803283,0.19842528101056814,1.3940662252902984,0.024870267200749367,-7.15534034460783,0.9772231644764543,9.312171364212409,0.00015625,0.29112814500927925,-11.73409631729126,0.1662887990474701,0.9231800651550293,0.0210987282730639,-10.235917086601257,1.0132974249124527,11.574223972260953,0.0007187500000000001,0.2597255927324295,0.0002,98.7,1123.62,-10.235917086601257,10,0,8.727316887676716,11.734096512198448,3.006779624521732,11.574224073962741,0.8312980455357512,0.8492313442769496,0.017933298741198422,1.8219527065753938,1.9801547265052795,0.1582020199298857,100.0,0.0,100.0,0.0
11,-9.333171068727971,0.1901969944871962,1.4237444114685058,0.02393291499465704,-7.519204931259155,0.9727702571079135,9.480002977941185,8.593750000000001e-05,0.30003056302666664,-11.78171927332878,0.1649761025607586,0.8676526927947998,0.020452982541173698,-10.333798217773438,0.9781705173850059,11.968232923597098,0.00025,0.2750423914194107,0.0002,91.69,1215.31,-10.333798217773438,11,0,,,,,,,,,,,,,,
12,-9.101998468860984,0.19218902436085045,1.4526145803928374,0.023924933378584683,-7.277778369784355,0.9574305579252541,9.34533251796849,6.25e-05,0.2992230914533138,-11.911862816810608,0.16486418411135673,0.9069356346130371,0.020516424160450696,-10.449096508026123,0.988690310716629,12.023307647556067,0.0001875,0.24156078457832336,0.0002,95.98,1311.3,-10.449096508026123,12,0,,,,,,,,,,,,,,
13,-9.312117034196854,0.18635890988633036,1.1810184133052826,0.023307018768973647,-7.606101675629616,0.9781772840768099,9.648982458068058,8.593750000000001e-05,0.30381217181682585,-12.042907322645187,0.1626350313425064,0.843752851486206,0.020125364400446415,-10.620878276824952,0.9930194050073624,12.073956545293331,0.00028125,0.3070040076971054,0.0002,98.41,1409.71,-10.620878276824952,13,0,,,,,,,,,,,,,,
14,-9.303522334098815,0.19299539346247913,1.3596302044391633,0.023687900437507778,-7.518242872655391,0.955562596693635,9.59813340493798,0.000125,0.31522774681448934,-12.168651962280274,0.16511750012636184,0.8106034851074219,0.020736887026578187,-10.72350908279419,1.0248681944608689,12.034451625645161,0.00046875,0.29262748658657073,0.0002,97.23,1506.94,-10.72350908279419,14,0,,,,,,,,,,,,,,
15,-10.083470900356769,0.18424587713554502,1.3451880812644958,0.023237402867525816,-8.333798466920852,0.9434782458841801,10.109211336965673,5.468750000000001e-05,0.3146677826344967,-12.241179111003875,0.15788455039262772,0.7874324035644531,0.019547925386577843,-10.869668588638305,0.9915004485845565,12.23245092228055,0.00028125000000000003,0.2751665163040161,0.0002,96.47,1603.41,-10.869668588638305,15,0,8.727316887676716,12.241179240830242,3.5138623531535256,12.232451149403005,0.8312980455357512,0.847855026343928,0.016556980808176802,1.8219527065753938,1.9954119551181793,0.1734592485427855,100.0,0.0,100.0,0.0
16,-9.601410992145539,0.18298811169341206,1.4238488256931305,0.022434886480914427,-7.869523883163929,0.963773278221488,9.715886465208605,1.1718750000000002e-05,0.3112331768870354,-12.208329372406006,0.15846983194351197,0.8595331287384034,0.0199681381508708,-10.793592576980592,1.0089884895086287,12.036815149486065,0.00034375000000000003,0.3078730964660645,0.0002,92.13,1695.54,-10.869668588638305,15,1,,,,,,,,,,,,,,
17,-9.886368101239205,0.18104623330757022,1.208105560541153,0.022404155483236536,-8.222682337462903,0.9660679169557989,10.100305278422312,1.5625e-05,0.32555310770869256,-12.280824580192565,0.15586084246635437,0.7148968315124512,0.019184795673936605,-10.951254816055298,0.9753626412153245,12.450399609804153,0.00015625,0.3083063119649887,0.0002,94.24,1789.78,-10.951254816055298,17,0,,,,,,,,,,,,,,
18,-9.631191890835762,0.17051677335053683,1.2338883304595947,0.020961376563645898,-8.042439768910407,0.9665990817733109,9.822753520470577,8.203124999999999e-05,0.32574977070093153,-12.463185966014862,0.15702891156077384,0.755665864944458,0.01963826997205615,-11.097543859481812,1.0124235320091248,12.415840662028641,0.00021875000000000003,0.31865113496780395,0.0002,95.26,1885.04,-11.097543859481812,18,0,,,,,,,,,,,,,,
19,-10.210620933771134,0.17838570298627018,1.3191494381427764,0.0222047312092036,-8.526253848969937,0.9615454688668251,10.296958621768281,1.5625e-05,0.3288703201711178,-12.374124116897583,0.1537944845855236,0.7905231285095214,0.018679479993879797,-11.049198627471924,0.9666279569268227,12.588020966053008,0.000125,0.2661850243806839,0.0002,106.55,1991.59,-11.097543859481812,18,1,,,,,,,,,,,,,,
20,-10.61651386141777,0.17692078664898872,1.156292815208435,0.02161114361253567,-9.012148025929928,1.0137528156116604,10.706018766786437,7.8125e-05,0.3251170989871025,-12.297077531814574,0.1534113961458206,0.8433866119384765,0.018737404253333808,-10.953779983520509,0.9647570252418518,12.4314257478714,0.00021874999999999998,0.3006704688072205,0.0002,111.22,2102.81,-11.097543859481812,18,2,8.727316887676716,12.29707753688097,3.5697606492042535,12.431425762824958,0.8312980455357512,0.8464234186492551,0.015125373113503926,1.8219527065753938,2.021109335422516,0.19915662884712226,100.0,0.0,100.0,0.0
21,-9.873327580690384,0.17457783499732613,1.3261447489261626,0.02138618294149637,-8.231597135663032,0.9449986286554486,9.795743685814086,4.687500000000001e-05,0.33065320312976837,-12.53953958272934,0.15712396785616875,0.8570771503448487,0.019715417623519898,-11.139521436691284,1.0251734766364098,12.219679462490603,0.000375,0.2689921993017197,0.0002,97.38,2200.19,-11.139521436691284,21,0,,,,,,,,,,,,,,
22,-10.232130412459373,0.16946930067613722,1.1777851462364197,0.020912255197763442,-8.663712803125382,0.9556407767813653,10.372271211575717,4.6875e-05,0.33756173416972163,-12.503644718527793,0.15400065794587137,0.755450963973999,0.01885950520634651,-11.180033822059631,0.9865287584066391,12.615222709327936,0.0001875,0.3274355900287628,0.0002,101.66,2301.85,-11.180033822059631,22,0,,,,,,,,,,,,,,
23,-10.033921443521976,0.16767443160526455,1.2822176659107207,0.02101388425915502,-8.430887430906296,0.9702900586370379,10.14228237179108,3.90625e-06,0.33924624413251875,-12.652567205429078,0.15201712474226953,0.730248327255249,0.018760750386863947,-11.343438291549683,0.9963346952199936,12.699803544133902,0.00031249999999999995,0.32100430846214295,0.0002,86.18,2388.02,-11.343438291549683,23,0,,,,,,,,,,,,,,
24,-10.631600206494332,0.1643979130499065,1.1070338547229768,0.020607645420823245,-9.104709822535515,0.9699329754710198,10.71970134156756,6.640625e-05,0.3311820359528065,-12.669187050461769,0.14940612360835076,0.673393611907959,0.018349062968045473,-11.400309705734253,0.9789165544509888,12.843950812891126,0.00015625,0.32068359971046445,0.0002,76.25,2464.27,-11.400309705734253,24,0,,,,,,,,,,,,,,
25,-10.561124988794326,0.16886238316074015,1.130877047777176,0.02022487570764497,-9.041755665242672,0.9509782998077572,10.581530038043857,2.7343749999999997e-05,0.3325322213768959,-12.737550362348557,0.1482556428015232,0.7171656703948974,0.018228168915957212,-11.462736511230469,0.9697589716315269,12.95153185904026,0.00015625,0.32030518412590026,0.0002,74.45,2538.72,-11.462736511230469,25,0,8.727316887676716,12.737550437152386,4.01023354947567,12.951531896558254,0.8312980455357512,0.8469858139709422,0.01568776843519104,1.8219527065753938,2.030780794620514,0.2088280880451201,100.0,0.0,100.0,0.0
26,-10.195884971618652,0.1778515227511525,1.3296195340156556,0.02209274866618216,-8.514510170817376,0.9455732418969274,10.23522101022303,4.687500000000001e-05,0.3375052288174629,-12.640177938938141,0.15166113272309303,0.6794550132751465,0.01864365893416107,-11.352497510910034,0.9912802383303643,12.700458218753338,0.0003125,0.29840854048728943,0.0002,102.74,2641.46,-11.462736511230469,25,1,,,,,,,,,,,,,,
27,-10.484881934523582,0.16545975720509887,1.1197368013858795,0.01949708069092594,-9.008647085130214,0.9938452179729939,10.622038228930906,2.7343749999999997e-05,0.353039028942585,-12.896329725980758,0.14977078154683113,0.6588170909881592,0.018473809137940406,-11.625223422050476,0.9914283815026284,12.983459281921387,0.00025,0.3007824319601059,0.0002,99.44,2740.89,-11.625223422050476,27,0,,,,,,,,,,,,,,
28,-10.88094968020916,0.17102336765266954,1.236233775615692,0.020547751436242833,-9.311668534874917,0.9504730927012861,10.867992583438754,3.90625e-06,0.3556839530169964,-12.974864538908005,0.14909228876233102,0.6780233573913574,0.018138393238186837,-11.71544550895691,0.9789281135797501,13.144064367711543,0.00021874999999999998,0.3020876544713974,0.0002,98.07,2838.96,-11.71544550895691,28,0,,,,,,,,,,,,,,
29,-10.898509413003922,0.15867275189608335,1.1808483982086182,0.019515444186981767,-9.409809952378273,0.9429617876559496,10.94193789869547,3.90625e-06,0.3519301296770573,-12.954124743938445,0.14671604096889496,0.6996276664733887,0.018061257619410753,-11.694457502365113,0.985775006711483,13.006604921221733,0.00025,0.32959525406360624,0.0002,97.94,2936.91,-11.71544550895691,28,1,,,,,,,,,,,,,,
30,-10.626654439866543,0.1759496635198593,1.3828528213500977,0.021529037147993223,-8.959396998286246,0.9500071229971945,10.631266764149478,3.125e-05,0.3541113132238388,-13.108115503787994,0.1473359541594982,0.6869982051849365,0.01821297432295978,-11.844031181335449,0.9947683039307594,13.127487861663104,0.00025,0.26647106915712354,0.0002,98.96,3035.87,-11.844031181335449,30,0,8.727316887676716,13.108115421533585,4.3807985338568685,13.127487926010867,0.8312980455357512,0.8551062268108365,0.023808181275085327,1.8219527065753938,2.052638615369797,0.2306859087944031,100.0,0.0,100.0,0.0
31,-10.849811335802078,0.16484184235334395,1.2435946094989776,0.020328070537652822,-9.295487577319145,0.9787736285757274,10.862494197618217,1.5625e-05,0.35616590797901154,-12.94096745967865,0.1467677028477192,0.7102840614318847,0.018091970542445778,-11.676515893936157,0.9750246262550354,13.009949942827225,0.00015625,0.302909055352211,0.0002,96.78,3132.65,-11.844031181335449,30,1,,,,,,,,,,,,,,
32,-10.815026030540466,0.15898657351732254,1.2621096515655517,0.01974792100256309,-9.290010477304458,1.031379846855998,10.7713962819241,3.90625e-05,0.35011523753404616,-13.185696413516999,0.14802838027477264,0.6544412040710449,0.01819582151249051,-11.931544346809387,1.0032755470275878,13.122046559751034,0.00028125000000000003,0.29496506690979,0.0002,119.19,3251.84,-11.931544346809387,32,0,,,,,,,,,,,,,,
33,-11.31547494828701,0.15578240295872092,1.0538965082168579,0.01888725836877711,-9.899160616993903,0.9644466789998114,11.337976279621945,4.6875e-05,0.35770302936434745,-12.956789922714233,0.14534637659788133,0.691671724319458,0.017821310218423606,-11.712876410484315,0.9643661585450173,13.183746201395989,9.375e-05,0.3400262129306793,0.0002,116.75,3368.59,-11.931544346809387,32,1,,,,,,,,,,,,,,
34,-10.467306642532348,0.1710747736878693,1.2777299964427948,0.02057111928705126,-8.88435685992241,1.0481358183547855,10.515848581502214,1.953125e-05,0.36353071525692937,-13.181311933994293,0.14719886034727098,0.6500106430053711,0.018115413570776583,-11.93333932876587,1.0027814835309983,13.07891857534647,0.00028125,0.3276209855079651,0.0002,115.55,3484.14,-11.93333932876587,34,0,,,,,,,,,,,,,,
35,-11.00463761806488,0.17041573582217098,1.2047083401679992,0.02089034419041127,-9.428292139172553,0.9774320359528065,11.082093370500951,3.125e-05,0.3615813909471035,-12.97054597377777,0.1497207200527191,0.6975394344329834,0.018556187991052867,-11.68375391960144,1.0178170275688172,12.860874513685703,0.00040625000000000004,0.3358025193214417,0.0002,125.45,3609.59,-11.93333932876587,34,1,8.727316887676716,12.97054600391537,4.243229116238654,12.860874567325725,0.8312980455357512,0.8552005520454395,0.023902506509688393,1.8219527065753938,2.085730069875717,0.2637773633003233,100.0,0.0,100.0,0.0
36,-11.633680396080017,0.15596295041032135,1.0490687918663024,0.018639163437765092,-10.231038593649863,0.9478001099266112,11.604103428026137,1.5625e-05,0.36375325947999954,-13.130905814170838,0.14426716029644013,0.6428380584716797,0.017850115187466143,-11.901281270980835,0.9777830988168716,13.30784606486559,0.00015625,0.34594641149044036,0.0002,110.33,3719.92,-11.93333932876587,34,2,,,,,,,,,,,,,,
37,-10.798967096805573,0.16697336402721702,1.3622490382194519,0.02062181262415834,-9.192228339314461,1.0071369657106697,10.679422262236477,4.687500000000001e-05,0.3648451600968838,-13.268938527107238,0.14393098652362823,0.6702665996551513,0.01758782098069787,-12.044536490440368,0.9769037771224975,13.343565035536885,0.00025,0.35764833390712736,0.0002,111.98,3831.9,-12.044536490440368,37,0,,,,,,,,,,,,,,
38,-11.446510269641877,0.15772993927821516,1.308301569223404,0.018892002552747728,-9.951689686775207,1.0272834620717912,11.366316369185224,6.25e-05,0.3651951102912426,-13.331041798591613,0.1440495552122593,0.6679374599456787,0.017714183256030084,-12.1009019613266,0.9903159010410308,13.318070530891418,0.00025,0.3135743123292923,0.0002,110.62,3942.52,-12.1009019613266,38,0,,,,,,,,,,,,,,
