epoch,train_si_snr_loss,train_spectral_loss,train_amplitude_loss_db,train_waveform_loss,train_total_loss,train_rms_ratio,train_reconstruction_snr_db,train_clipping_pct,val_si_snr_loss,val_spectral_loss,val_amplitude_loss_db,val_waveform_loss,val_total_loss,val_rms_ratio,val_reconstruction_snr_db,val_clipping_pct,learning_rate,epoch_time_sec,cumulative_time_sec,best_val_loss,best_epoch,patience_counter,val_si_snr_before_db_full,val_si_snr_after_db_full,val_si_snr_improvement_db_full,val_reconstruction_snr_db_full,val_stoi_before,val_stoi_after,val_stoi_improvement,val_pesq_before,val_pesq_after,val_pesq_improvement,val_stoi_n_valid,val_stoi_n_skipped,val_pesq_n_valid,val_pesq_n_skipped
50,-9.382889634370803,0.2555347837507725,1.8285416328907014,0.022744476834777743,-7.441568491458892,0.9565816426929087,8.681814553057775,6.640625e-05,-12.211602668762207,0.25668081432580947,0.9395275402069092,0.018774119056761265,-10.734357514381408,0.933379883468151,12.338939815163613,0.0,0.0002,95.0,5157.41,-10.993874654769897,48,2,8.727316887676716,12.211602895557881,3.484286007881165,12.338939916540971,0.8312980455357512,0.830439457460274,-0.000858588075477118,1.8219527065753938,1.7408867359161377,-0.08106597065925603,100.0,0.0,100.0,0.0
51,-9.993195757865905,0.2548517129570246,1.8046413922309876,0.022839288250543176,-8.054987201094628,0.9468711036257446,9.118405619626865,3.125e-05,-12.224176905155183,0.2635639446973801,0.7627627372741699,0.018555342461913826,-10.804016904830933,0.9647034114599228,12.470500853061676,0.0,0.0002,88.34,5245.75,-10.993874654769897,48,3,,,,,,,,,,,,,,
52,-9.719804590642452,0.2484840303659439,1.7560261619091033,0.021898198158014567,-7.849602776169777,0.9618073408864438,8.920417324351147,0.0,-12.334642453193664,0.2716908913850784,0.8926772689819336,0.019218015391379593,-10.834247589111328,1.0244829493761063,11.920903074741364,0.0004687500000000001,0.0001,95.61,5341.36,-10.993874654769897,48,4,,,,,,,,,,,,,,
53,-10.43044432938099,0.2425622630864382,1.6483564722537993,0.021001970674842597,-8.643276567459106,0.9606272741779684,9.60631638166029,2.7343749999999997e-05,-12.335109713077545,0.25000083655118943,0.9219568252563477,0.018397123832255603,-10.888665676116943,0.926799653172493,12.480462691783906,0.0,0.0001,94.52,5435.88,-10.993874654769897,48,5,,,,,,,,,,,,,,
54,-10.057857198119164,0.2400171187520027,1.6606230401992799,0.020587780626956372,-8.290264108180999,0.9894447695836425,9.4263765243534,0.00010546874999999999,-12.483199553489685,0.25620933800935747,0.7705809116363526,0.018240886032581328,-11.083771700859069,0.9728130728006363,12.554414944648743,9.375000000000002e-05,0.0001,94.88,5530.76,-11.083771700859069,54,0,,,,,,,,,,,,,,
55,-9.915669895410538,0.2512623495608568,1.6248436629772187,0.022272622263990342,-8.063323321342468,0.9496385073848068,9.29015807799995,7.8125e-05,-12.543320784568786,0.2566015380620956,0.7269973087310792,0.018379706274718046,-11.149634647369385,0.9837991088628769,12.708754472583532,0.0,0.0001,95.18,5625.94,-11.149634647369385,55,0,8.727316887676716,12.543320933878421,3.816004046201705,12.708754534448339,0.8312980455357512,0.8308524971083796,-0.0004455484273715449,1.8219527065753938,1.7937109231948853,-0.028241783380508423,100.0,0.0,100.0,0.0
56,-10.033776891231536,0.23792035043239593,1.7134525203704833,0.020800389010692016,-8.241801307797433,1.0020383453182875,9.270354310330003,0.00014453125000000002,-12.509510235786438,0.2552943515777588,0.7481081104278564,0.018247909750789403,-11.11738775253296,0.9613524705171586,12.776290153265,0.0,0.0001,88.68,5714.62,-11.149634647369385,55,1,,,,,,,,,,,,,,
57,-10.183990337997676,0.2419531826302409,1.733495135307312,0.021140582595253362,-8.36495942056179,0.9526830545812845,9.402298465091736,0.0001171875,-12.60630380153656,0.25841315686702726,0.7317693424224854,0.018266299087554217,-11.215044836997986,0.9709659793972969,12.815173198357224,0.0,0.0001,93.94,5808.56,-11.215044836997986,57,0,,,,,,,,,,,,,,
58,-10.460695474147796,0.2412243426591158,1.7038517332077026,0.020972248297184706,-8.659703226685524,0.9575327087752521,9.57377734452486,3.90625e-05,-12.466136300563813,0.24110268652439118,1.0810145568847656,0.01836795825511217,-10.9823312997818,0.9024158820509911,12.4871224462986,0.0,0.0001,95.67,5904.23,-11.215044836997986,57,1,,,,,,,,,,,,,,
59,-10.057912415862084,0.2459652277082205,1.6800740802288054,0.021688538175076245,-8.22349799245596,0.9504426542297005,9.351458250801079,8.203125e-05,-12.48362594127655,0.2578274449706078,0.8292966365814209,0.018499203938990832,-11.05204915046692,0.9909958389401435,12.365639819800855,0.00025,0.0001,93.62,5997.85,-11.215044836997986,57,2,,,,,,,,,,,,,,
60,-10.487689914405346,0.23954170744866132,1.6069213593006133,0.02068522364133969,-8.731810606718064,0.9988994346000254,9.659739651428536,0.00017187500000000002,-12.545563178062439,0.24711935341358185,0.8344939708709717,0.01809821179136634,-11.143184900283813,0.9383246460556984,12.782035874128342,0.0,0.0001,92.32,6090.17,-11.215044836997986,57,3,8.727316887676716,12.545563195412978,3.8182463077362616,12.782035935234159,0.8312980455357512,0.8334976940827414,0.002199648546990285,1.8219527065753938,1.8287589180469512,0.006806211471557466,100.0,0.0,100.0,0.0
61,-10.348375034332275,0.23181639425456524,1.4838408422470093,0.019857802237384023,-8.678516264557839,0.9682677118480205,9.724424779638648,4.2968750000000004e-05,-12.375129334926605,0.24250357806682588,0.9608807563781738,0.018376238346099853,-10.92554962158203,0.9219243505597114,12.53882229771465,0.0,5e-05,90.69,6180.86,-11.215044836997986,57,4,,,,,,,,,,,,,,
62,-10.16815907895565,0.23218092866241932,1.7138573479652406,0.020346927826758475,-8.404474561810494,0.9662636329606176,9.327922097360716,0.00010546874999999999,-12.542263407707214,0.2573802503943443,0.8046941375732422,0.018669257648289205,-11.11001184463501,0.9992556005716324,12.433792962059378,0.00021874999999999998,5e-05,92.65,6273.51,-11.215044836997986,57,5,,,,,,,,,,,,,,
63,-9.738546032309532,0.2414323478192091,1.6429085338115692,0.021458017025142908,-7.931340211927891,0.9473455106746406,9.152576899705455,0.000125,-12.557714364528657,0.24775536596775055,0.7519568824768066,0.018260830333456397,-11.171330223083496,0.9617404520511628,12.809644088894128,0.0,5e-05,94.85,6368.36,-11.215044836997986,57,6,,,,,,,,,,,,,,
64,-10.566785761713982,0.24008015055209397,1.7226236033439637,0.021157171321101488,-8.752059948444366,0.9665398905985058,9.738294282108546,5.4687499999999994e-05,-12.642955815792083,0.24430663824081422,0.8093094730377197,0.01821447382681072,-11.24513264656067,0.9432323524355888,12.861249642893672,0.0,5e-05,96.16,6464.52,-11.24513264656067,64,0,,,,,,,,,,,,,,
65,-10.330016258955002,0.23948896996676922,1.5290482139587402,0.020903993770480155,-8.586613126993178,0.9453016549348832,9.694398642610759,3.125e-05,-12.59897872209549,0.24804953664541243,0.7326407241821289,0.018192538395524024,-11.221510066986085,0.9695056527853012,12.795848541855811,0.0,5e-05,96.05,6560.57,-11.24513264656067,64,1,8.727316887676716,12.598978608697653,3.8716617210209368,12.79584866288899,0.8312980455357512,0.8336780414370708,0.0023799959013196537,1.8219527065753938,1.8163588798046113,-0.005593826770782462,100.0,0.0,100.0,0.0
66,-10.36706989645958,0.2348812162876129,1.6098869967460632,0.020457984954118727,-8.626323322057724,0.968289308231324,9.64990681867348,8.593750000000001e-05,-12.542802305221558,0.25227327704429625,0.8175846481323242,0.018457508441060783,-11.122377862930298,0.9921790552139282,12.41142091980204,0.00021874999999999998,5e-05,91.01,6651.58,-11.24513264656067,64,2,,,,,,,,,,,,,,
